ID_Amostra,Tratamento,PT_g,NFC,MFC_g,NFD,MFD_g,MS_Raiz_gkg,MS_PA_gkg,N_gkg,P_gkg,K_gkg,Ca_gkg,Mg_gkg,S_gkg,pH,Acucar_Total_perc,Acidez_Tit_perc_ac_citrico,Textura_N,Pectina_Total_mg100g,Pectina_Soluvel_mg100g,Solubilidade_mg100g
1848,T2_Trich_Algas,3053.82,11.49,2564.43,26.23,133.2,6.62,23.43,224.75,36.85,126.61,110.68,23.79,28.58,3.48,9.35,1.09,3.74,159.45,71.21,47.49
1849,T2_Trich_Algas,2875.34,11.22,2545.68,22.87,136.43,6.25,23.72,223.95,35.94,126.34,110.92,21.8,30.27,3.45,6.85,1.15,3.87,156.62,70.59,46.79
1850,T2_Trich_Algas,2939.3,11.0,2536.67,26.35,137.73,6.29,23.31,224.28,40.26,124.7,109.52,24.28,30.77,3.61,9.41,1.08,4.39,163.91,68.86,45.17
1851,T2_Trich_Algas,2561.72,11.9,2564.36,26.03,132.4,6.32,23.34,224.24,40.33,126.44,111.08,23.11,28.2,3.46,9.89,1.06,3.38,165.56,71.1,45.44
1852,T2_Trich_Algas,3017.07,11.57,2575.39,28.31,134.95,6.92,23.72,226.08,38.09,124.8,107.97,22.62,28.95,3.49,9.46,1.2,4.09,153.08,67.51,45.53
1853,T2_Trich_Algas,3145.38,11.57,2539.63,26.28,134.43,6.37,24.4,225.36,39.39,124.02,108.86,24.12,30.4,3.49,8.31,1.01,4.2,163.28,69.83,45.72
1854,T2_Trich_Algas,3064.49,11.57,2568.77,27.09,134.51,5.97,23.17,224.62,40.82,125.66,108.9,23.54,27.73,3.65,8.79,1.1,3.59,176.04,73.33,47.01
1855,T2_Trich_Algas,2957.41,11.95,2591.49,24.32,132.85,6.81,23.64,224.51,37.34,124.67,107.37,23.81,29.59,3.47,8.87,0.99,4.03,170.44,75.09,45.76
1856,T2_Trich_Algas,2757.22,12.0,2552.01,25.03,135.56,6.55,24.3,224.4,39.51,122.78,110.41,23.49,29.31,3.5,9.02,1.11,3.83,163.63,71.65,44.48
1857,T2_Trich_Algas,3130.17,12.17,2559.25,30.28,131.31,6.57,24.5,225.02,36.93,125.88,109.58,22.94,28.88,3.41,9.14,1.19,4.28,172.06,69.5,44.42
1858,T2_Trich_Algas,3094.66,12.15,2541.3,26.9,138.82,6.68,23.37,224.43,37.47,125.81,110.17,24.33,30.15,3.43,8.78,1.01,3.66,174.59,69.75,45.44
1859,T2_Trich_Algas,2935.73,11.08,2562.44,27.71,137.3,5.92,23.45,224.79,35.66,125.56,114.51,23.7,29.33,3.59,8.86,1.09,3.66,167.1,69.68,46.38
1860,T2_Trich_Algas,2901.0,12.22,2523.25,27.52,137.02,6.34,24.15,223.66,38.74,125.21,109.52,23.93,28.71,3.5,10.86,1.05,3.81,174.87,70.17,44.85
1861,T2_Trich_Algas,2967.44,11.15,2554.04,25.86,134.77,6.47,23.99,225.31,39.35,121.76,115.11,24.35,29.6,3.52,9.35,1.11,4.13,168.82,75.46,44.23
1862,T2_Trich_Algas,3291.83,11.85,2567.72,24.83,135.28,6.31,24.08,225.03,40.02,127.64,111.38,23.48,28.84,3.41,8.88,1.21,3.64,158.84,69.27,46.63
1863,T2_Trich_Algas,2923.93,11.08,2554.26,27.76,126.91,6.6,24.13,225.43,38.89,124.76,106.34,22.26,29.95,3.37,8.24,1.09,4.04,168.85,70.81,44.63
1864,T2_Trich_Algas,3205.31,11.5,2532.9,30.8,136.25,6.49,22.55,226.27,39.89,123.97,107.87,23.39,28.92,3.47,9.25,1.15,3.99,166.57,69.41,45.49
1865,T2_Trich_Algas,3240.24,12.33,2558.92,27.04,134.21,6.28,23.74,224.48,37.34,124.31,111.23,23.8,29.28,3.65,9.89,0.86,3.89,170.37,70.43,46.53
1866,T2_Trich_Algas,2852.93,12.1,2534.98,25.51,132.47,6.34,23.2,222.74,37.15,124.55,110.56,24.14,30.21,3.52,8.56,1.18,4.15,153.74,71.49,43.89
1867,T2_Trich_Algas,2943.15,12.51,2550.56,28.11,135.06,6.9,23.78,224.62,38.83,122.13,112.42,22.9,27.86,3.41,8.79,1.21,3.73,175.67,70.07,46.48
1868,T2_Trich_Algas,3056.12,12.55,2571.44,25.25,135.16,6.4,23.13,224.59,35.05,123.56,107.83,24.78,28.12,3.46,8.34,1.15,3.96,153.24,69.2,43.64
1869,T2_Trich_Algas,2737.21,11.27,2555.79,26.77,138.79,6.51,24.42,225.43,39.69,124.63,110.4,24.18,30.19,3.49,8.02,1.12,3.97,157.49,68.74,46.64
1870,T2_Trich_Algas,2859.81,11.56,2563.87,28.12,131.62,6.74,23.3,225.16,37.63,124.47,108.33,23.55,30.76,3.61,8.02,1.03,4.49,173.16,71.69,44.23
1871,T2_Trich_Algas,3146.94,11.34,2581.01,25.66,133.42,6.59,24.13,223.87,36.82,126.44,109.81,22.46,30.54,3.46,8.35,1.16,3.87,161.34,73.85,44.97
1872,T2_Trich_Algas,2803.69,11.87,2566.25,25.32,133.74,7.09,25.0,223.48,36.01,123.62,108.02,21.71,30.15,3.58,9.3,1.11,3.98,158.43,74.02,44.76
1873,T2_Trich_Algas,3265.39,11.93,2567.8,24.11,136.26,6.68,24.1,224.35,38.34,125.07,108.81,23.1,31.01,3.38,9.69,1.1,3.57,153.71,71.23,45.72
1874,T2_Trich_Algas,3247.22,11.83,2574.32,26.29,131.04,6.29,23.23,223.52,38.18,126.93,113.57,24.08,31.07,3.64,8.5,1.2,3.79,171.47,70.01,48.09
1875,T2_Trich_Algas,3097.2,11.29,2560.41,27.79,136.41,6.31,23.51,225.25,37.79,125.32,107.22,22.8,29.83,3.64,8.42,1.03,3.98,174.58,66.6,47.7
1876,T2_Trich_Algas,2956.76,12.01,2552.82,29.3,130.35,6.29,23.42,224.49,36.39,125.9,111.81,21.75,28.2,3.66,8.07,1.03,3.5,161.17,71.89,45.43
1877,T2_Trich_Algas,3140.7,11.71,2575.76,26.78,136.33,6.99,23.87,224.72,38.25,125.16,111.0,23.43,28.98,3.46,9.32,0.93,4.05,174.48,69.34,45.35
1878,T2_Trich_Algas,3352.44,12.21,2550.43,26.16,135.77,6.4,23.36,225.09,38.27,125.06,110.24,22.73,29.25,3.63,8.54,1.02,4.92,163.52,68.28,46.28
1879,T2_Trich_Algas,2930.02,12.47,2583.88,25.66,137.04,6.38,23.0,225.86,37.03,123.62,108.44,22.92,28.37,3.45,9.05,1.02,3.74,168.0,64.51,45.74
1880,T2_Trich_Algas,2865.51,11.8,2566.71,25.24,136.25,6.37,24.13,224.09,39.75,125.83,109.08,22.86,29.15,3.41,8.26,1.19,3.83,156.94,68.52,46.44
1881,T2_Trich_Algas,3166.35,12.25,2553.12,30.17,133.62,6.74,24.25,226.75,37.9,125.8,111.83,24.03,29.27,3.5,8.92,0.98,4.15,163.29,68.9,45.62
1882,T2_Trich_Algas,3104.13,11.64,2531.14,26.61,129.36,6.84,23.6,225.58,38.6,126.23,107.41,23.01,28.97,3.65,8.83,1.11,4.01,176.97,72.15,46.09
1883,T2_Trich_Algas,3037.66,11.72,2599.58,24.72,135.25,6.5,23.82,223.23,38.11,124.52,113.97,23.37,29.24,3.54,8.65,1.14,3.37,158.58,66.91,44.97
1884,T2_Trich_Algas,3010.39,12.18,2548.64,26.42,133.22,6.42,23.07,224.66,38.34,124.7,112.48,22.56,27.83,3.56,9.04,1.23,3.91,165.61,69.18,45.81
1885,T2_Trich_Algas,3140.84,12.11,2564.1,27.55,135.08,6.37,23.05,223.88,37.8,124.53,112.16,23.03,28.58,3.62,8.01,1.09,3.77,175.0,67.87,46.25
1886,T2_Trich_Algas,3050.69,12.23,2570.06,25.51,136.23,7.01,22.91,223.44,38.97,125.89,110.9,23.57,29.08,3.5,9.05,1.08,3.23,169.56,69.5,45.4
1887,T2_Trich_Algas,3000.53,12.27,2560.17,24.97,137.82,6.64,22.87,223.84,39.73,123.22,108.24,23.65,28.89,3.4,8.7,1.16,3.5,160.81,68.17,43.64
1888,T2_Trich_Algas,3033.74,11.93,2561.58,26.66,131.95,6.3,23.67,224.0,35.47,125.43,107.93,23.6,29.05,3.51,9.33,1.02,4.22,173.34,72.22,43.76
1889,T2_Trich_Algas,3134.48,11.89,2543.23,23.77,135.92,6.26,23.52,223.61,37.39,126.55,113.26,23.33,29.17,3.63,9.05,1.06,3.54,166.23,70.7,45.19
1890,T2_Trich_Algas,2862.04,11.44,2552.44,26.89,136.78,6.18,22.56,223.0,36.2,124.29,110.46,22.72,29.67,3.47,8.16,1.05,3.78,166.32,69.71,43.82
1891,T2_Trich_Algas,3031.0,11.43,2544.86,26.76,136.43,6.28,23.09,224.16,38.38,124.6,109.8,24.97,28.94,3.47,8.88,1.08,3.84,155.21,66.95,46.14
1892,T2_Trich_Algas,2965.32,12.42,2562.45,29.16,135.49,6.27,24.17,224.43,38.66,124.98,108.44,23.2,29.23,3.39,8.71,1.04,3.89,162.22,70.83,46.46
1893,T2_Trich_Algas,3171.85,11.96,2518.61,27.57,137.88,6.9,25.12,225.38,37.17,124.11,112.85,22.97,28.92,3.3,8.5,1.15,3.69,170.41,68.19,46.74
1894,T2_Trich_Algas,3087.53,10.99,2571.24,27.0,134.21,6.34,22.35,225.03,37.46,124.45,114.38,23.35,30.69,3.43,10.1,1.24,4.49,159.94,68.26,45.85
1895,T2_Trich_Algas,3152.95,11.66,2552.68,24.42,134.9,6.9,23.89,227.06,36.98,125.01,109.47,21.72,28.46,3.52,9.88,1.06,3.98,158.34,71.8,44.66
1896,T2_Trich_Algas,3213.69,11.61,2564.91,24.83,138.64,6.32,24.73,224.99,36.63,124.87,108.63,22.57,28.28,3.44,9.52,1.17,3.52,171.15,66.02,45.59
1897,T2_Trich_Algas,3225.1,12.25,2543.77,28.02,134.27,6.3,23.71,225.7,37.42,123.27,112.13,24.78,28.48,3.55,8.99,1.09,3.76,161.01,72.02,46.44
1898,T2_Trich_Algas,3101.07,11.3,2548.55,22.72,133.36,6.35,23.8,224.85,38.39,125.92,112.24,22.0,28.76,3.67,9.55,1.05,3.12,169.43,69.45,46.99
1899,T2_Trich_Algas,2892.68,11.87,2558.99,27.17,135.19,6.47,23.58,224.51,37.66,124.04,112.23,23.25,30.0,3.53,8.99,0.97,4.01,168.02,69.29,46.41
1900,T2_Trich_Algas,3034.48,11.86,2574.59,27.12,136.02,6.88,24.16,224.56,36.2,125.21,111.4,23.87,30.57,3.53,8.93,1.04,3.56,157.22,71.06,46.69
1901,T2_Trich_Algas,2938.55,11.67,2557.68,30.05,131.23,6.23,22.54,224.04,38.38,126.02,113.56,22.59,30.96,3.45,8.82,0.96,3.84,157.87,72.14,46.91
1902,T2_Trich_Algas,3108.8,11.91,2572.23,26.49,137.6,6.47,23.91,225.35,37.75,125.86,112.48,22.98,30.59,3.72,9.03,1.12,3.76,158.14,70.5,45.04
1903,T2_Trich_Algas,3098.29,11.31,2570.56,26.41,136.34,6.43,24.81,223.65,36.91,124.48,111.58,23.24,29.5,3.3,9.31,1.04,4.03,163.68,68.07,44.56
1904,T2_Trich_Algas,2900.42,11.77,2560.28,25.26,136.72,6.28,23.49,224.42,37.94,125.23,113.42,22.3,30.71,3.54,9.89,1.05,3.95,163.69,67.91,47.46
1905,T2_Trich_Algas,2840.61,11.46,2568.94,28.52,135.66,6.63,23.94,225.38,38.67,123.6,107.62,24.55,28.48,3.57,8.33,1.07,3.76,163.71,67.32,45.69
1906,T2_Trich_Algas,3099.26,12.76,2526.57,26.51,131.78,6.38,22.91,222.21,35.98,122.14,109.68,23.16,29.8,3.65,9.55,1.18,4.12,173.41,70.66,45.84
1907,T2_Trich_Algas,3196.62,12.37,2561.6,25.69,137.11,7.21,24.52,225.49,36.26,123.69,115.03,23.52,29.15,3.43,8.74,1.12,4.33,168.91,70.35,47.27
1908,T2_Trich_Algas,3019.38,11.73,2561.28,23.83,134.01,6.79,23.48,225.34,38.37,126.08,107.73,23.91,30.83,3.47,9.12,0.98,4.67,163.98,70.87,44.29
1909,T2_Trich_Algas,3106.97,12.05,2563.51,27.53,131.99,6.03,24.36,224.38,37.84,124.38,112.99,24.35,30.31,3.47,8.51,1.04,3.77,172.9,67.96,45.14
1910,T2_Trich_Algas,2943.01,12.28,2564.3,25.32,138.3,6.8,23.33,224.21,36.2,125.64,108.81,22.15,29.37,3.39,9.22,1.14,3.68,154.78,71.12,47.5
1911,T2_Trich_Algas,3218.38,11.99,2572.29,24.9,140.6,6.49,22.62,224.62,37.07,126.0,112.28,24.08,28.21,3.58,8.56,1.1,3.66,168.68,68.48,45.37
1912,T2_Trich_Algas,3185.34,12.02,2570.61,23.91,129.32,6.45,23.54,225.46,36.96,124.13,109.55,20.65,29.24,3.41,9.46,1.21,3.8,170.28,68.79,45.72
1913,T2_Trich_Algas,2868.63,12.11,2560.6,24.65,135.91,6.72,23.14,224.85,36.99,123.24,110.93,23.15,29.67,3.56,8.75,1.16,3.68,167.11,71.03,47.12
1914,T2_Trich_Algas,3102.51,12.42,2586.55,28.61,129.09,6.7,22.96,224.84,38.67,125.2,112.95,23.01,30.04,3.46,8.94,0.93,4.05,158.19,71.44,46.7
1915,T2_Trich_Algas,2894.72,11.24,2547.93,28.48,133.74,6.77,24.18,223.88,35.03,124.96,110.6,24.98,27.43,3.45,8.78,1.04,3.76,163.98,71.55,46.37
1916,T2_Trich_Algas,2942.03,12.23,2536.4,26.98,131.64,6.4,23.06,225.46,39.54,125.25,106.95,23.97,29.13,3.6,8.41,1.04,3.92,170.5,71.42,44.94
1917,T2_Trich_Algas,2882.12,11.74,2548.97,27.05,137.7,6.87,23.83,224.73,38.59,122.72,109.66,23.78,29.79,3.46,9.6,1.02,3.77,174.66,69.7,46.39
1918,T2_Trich_Algas,2901.86,12.06,2553.14,24.91,136.01,6.6,23.02,224.67,38.05,123.59,109.82,23.86,29.58,3.7,9.21,1.11,3.17,163.22,71.86,46.21
1919,T2_Trich_Algas,2945.89,11.51,2569.59,25.65,127.41,6.5,23.16,225.38,37.59,125.16,111.59,23.26,30.15,3.5,9.5,1.08,4.48,154.76,68.81,45.31
1920,T2_Trich_Algas,2867.09,11.91,2566.14,24.6,137.87,6.18,23.83,225.25,37.91,124.98,115.38,21.49,30.22,3.53,10.05,1.11,4.28,166.07,68.13,45.59
1921,T2_Trich_Algas,3271.27,11.68,2575.81,27.83,134.84,6.55,22.7,223.56,37.85,124.6,108.85,23.31,29.32,3.47,8.99,1.08,3.52,170.6,69.69,45.91
1922,T2_Trich_Algas,2933.13,12.01,2565.03,27.57,137.69,6.62,23.0,223.35,39.15,126.47,110.73,24.25,28.93,3.57,9.23,1.08,4.34,174.91,67.21,46.67
1923,T2_Trich_Algas,2933.03,11.61,2531.93,25.39,134.8,6.9,23.03,224.79,39.52,125.61,112.88,22.93,29.01,3.46,8.28,1.09,3.66,167.35,68.39,50.02
1924,T2_Trich_Algas,2720.42,11.97,2528.17,27.23,136.99,6.63,24.01,223.53,36.26,124.7,110.27,24.3,29.12,3.36,8.74,1.12,4.05,161.19,72.09,44.94
1925,T2_Trich_Algas,3017.3,11.66,2574.52,23.88,139.14,6.48,23.65,224.05,38.24,124.53,111.89,22.62,28.08,3.45,9.01,1.1,4.16,172.68,66.89,45.37
1926,T2_Trich_Algas,3075.77,11.73,2537.65,24.66,129.9,6.77,24.44,224.62,38.08,124.63,112.87,23.59,29.43,3.45,7.78,1.07,3.7,165.33,69.49,47.6
1927,T2_Trich_Algas,2952.17,11.25,2552.44,26.66,132.62,6.69,23.5,223.57,38.72,121.9,113.83,23.36,27.68,3.45,8.58,1.09,3.81,168.12,66.84,48.2
1928,T2_Trich_Algas,3017.46,12.37,2549.36,26.41,134.67,6.94,24.06,224.98,36.61,123.22,109.6,24.03,30.39,3.55,9.1,1.07,4.54,173.45,69.25,46.05
1929,T2_Trich_Algas,2845.36,12.36,2553.63,29.04,138.42,6.88,23.6,225.25,38.47,127.98,109.0,23.41,27.54,3.4,9.4,1.08,3.87,161.91,69.32,45.75
1930,T2_Trich_Algas,2882.53,11.67,2567.55,27.89,137.21,6.77,23.33,223.07,38.04,125.34,108.35,24.0,27.99,3.64,9.34,1.09,4.38,161.99,70.54,47.19
1931,T2_Trich_Algas,3082.56,11.8,2589.16,25.33,136.97,6.38,22.97,223.75,37.69,125.49,110.26,23.26,28.68,3.52,9.28,1.05,3.99,158.76,69.55,44.11
1932,T2_Trich_Algas,2927.86,11.97,2564.47,28.36,132.98,6.27,23.04,223.23,38.58,124.2,109.8,23.56,30.15,3.51,9.36,1.05,4.37,162.2,69.35,46.94
1933,T2_Trich_Algas,2789.18,11.46,2580.62,25.55,132.17,6.77,23.37,224.24,37.92,125.05,110.5,22.47,29.53,3.43,9.28,1.08,3.69,173.92,71.74,47.79
1934,T2_Trich_Algas,3118.66,11.31,2582.91,27.22,131.04,6.13,24.46,224.82,38.79,124.45,109.11,24.35,28.94,3.49,9.52,1.04,4.24,164.34,69.22,44.94
1935,T2_Trich_Algas,3117.44,11.89,2542.41,25.98,130.46,6.38,23.71,223.83,35.65,125.67,111.7,24.3,31.04,3.44,9.38,1.15,3.12,153.34,72.21,45.26
1936,T2_Trich_Algas,3098.11,11.66,2543.85,26.6,127.69,6.27,23.88,224.14,35.62,126.6,113.67,22.82,27.74,3.49,8.8,1.03,3.98,170.0,67.2,47.75
1937,T2_Trich_Algas,2868.13,11.38,2549.75,30.36,137.61,7.07,23.24,225.15,37.27,125.5,108.02,23.59,30.44,3.54,9.72,1.08,3.86,164.54,67.61,46.69
1938,T2_Trich_Algas,2867.44,12.48,2566.32,25.65,137.14,6.34,23.26,224.69,38.05,124.99,108.51,23.48,28.4,3.4,8.67,1.01,4.26,171.27,70.4,47.7
1939,T2_Trich_Algas,2848.81,10.94,2549.44,27.01,136.66,6.11,23.49,223.82,38.1,127.91,113.36,24.23,30.39,3.49,9.13,1.06,4.03,165.04,71.14,45.28
1940,T2_Trich_Algas,2911.41,12.28,2548.81,26.35,138.82,6.44,23.04,225.13,38.34,124.32,112.4,23.8,30.41,3.49,9.92,1.15,4.23,166.69,69.03,44.69
1941,T2_Trich_Algas,3057.79,12.19,2602.21,27.25,134.08,6.66,23.45,225.03,39.86,125.43,111.69,24.4,29.07,3.44,8.74,1.08,3.71,175.04,71.22,45.2
1942,T2_Trich_Algas,3114.24,11.79,2527.08,25.46,135.5,6.55,23.53,224.45,39.81,123.82,109.22,23.09,31.18,3.45,8.87,1.16,4.23,155.64,65.9,45.3
1943,T2_Trich_Algas,3034.07,11.32,2537.46,22.94,136.51,6.22,23.48,224.96,37.2,124.11,116.63,24.7,28.89,3.45,8.26,1.11,4.15,165.19,69.31,45.63
1944,T2_Trich_Algas,2934.5,12.1,2536.66,27.55,130.13,6.14,23.07,222.44,40.42,124.58,110.48,23.58,28.06,3.58,9.54,1.06,3.65,173.04,70.49,45.53
1945,T2_Trich_Algas,2874.53,12.22,2528.44,26.59,134.73,6.64,22.41,225.43,38.87,125.78,110.52,23.67,30.04,3.48,8.69,1.05,4.07,163.5,71.16,44.57
1946,T2_Trich_Algas,2844.24,12.11,2517.31,25.06,135.3,6.77,23.86,224.37,36.9,126.75,110.76,23.34,30.55,3.5,10.07,1.11,4.34,161.5,69.36,47.59
1947,T2_Trich_Algas,3105.17,11.68,2559.11,28.54,135.86,6.02,22.99,224.23,38.77,125.6,111.04,22.89,30.79,3.6,8.25,0.99,4.5,166.17,71.04,45.66
1948,T2_Trich_Algas,3121.43,11.25,2537.91,25.71,137.42,6.75,24.22,224.5,39.74,124.78,111.2,23.2,30.12,3.42,8.61,1.06,4.09,162.36,71.36,46.22
1949,T2_Trich_Algas,3228.55,11.49,2549.42,27.39,136.36,6.43,24.5,224.11,36.2,123.97,111.3,21.88,30.16,3.72,8.24,1.06,3.54,163.67,71.02,44.48
1950,T2_Trich_Algas,2865.74,12.09,2525.25,29.58,133.62,6.73,24.14,224.37,38.97,124.14,115.4,23.55,27.84,3.64,7.8,1.04,3.98,164.94,68.31,44.17
1951,T2_Trich_Algas,3035.62,12.59,2537.4,26.02,127.22,6.45,24.01,225.68,39.33,123.62,111.8,22.89,29.56,3.55,8.92,1.12,4.31,159.68,68.73,45.61
1952,T2_Trich_Algas,3206.02,11.56,2570.45,26.17,132.33,6.58,23.96,224.83,38.7,124.15,112.42,23.39,30.77,3.4,9.25,1.1,3.66,162.92,72.75,44.99
1953,T2_Trich_Algas,3047.05,11.98,2561.96,26.62,137.82,6.31,23.77,223.21,38.65,123.77,107.84,21.91,28.4,3.6,8.85,1.08,3.46,161.01,70.38,45.8
1954,T2_Trich_Algas,2962.02,11.95,2567.56,27.74,133.45,6.52,24.22,225.16,37.02,124.23,109.89,22.09,27.77,3.61,8.67,1.04,3.66,164.41,68.97,47.12
1955,T2_Trich_Algas,3183.13,11.7,2555.3,25.28,136.88,6.92,24.09,225.2,37.1,124.65,111.2,23.92,29.9,3.47,8.53,1.1,3.96,164.96,67.51,46.02
1956,T2_Trich_Algas,3100.64,11.43,2552.02,26.05,138.02,7.14,24.32,224.83,37.78,123.77,109.55,23.85,30.62,3.48,8.96,1.15,3.58,157.47,69.9,44.9
1957,T2_Trich_Algas,2982.55,11.96,2538.9,25.76,134.48,6.23,24.75,224.45,36.33,123.28,109.43,24.61,29.13,3.52,9.3,1.07,3.85,170.06,69.58,45.39
1958,T2_Trich_Algas,2932.47,12.31,2519.54,26.49,136.03,6.76,23.15,224.67,38.33,125.17,114.62,23.87,29.1,3.37,9.17,1.1,3.92,173.86,71.47,45.87
1959,T2_Trich_Algas,3101.85,11.88,2554.39,25.62,132.89,6.62,24.92,225.68,37.25,125.37,107.37,23.89,29.38,3.52,9.08,1.14,3.87,161.33,65.17,45.29
1960,T2_Trich_Algas,2960.86,11.94,2564.17,25.75,137.26,6.3,24.46,225.75,39.55,124.88,110.54,22.87,28.71,3.46,10.0,1.16,3.45,162.44,67.95,45.54
1961,T2_Trich_Algas,3098.44,12.48,2543.03,28.29,137.61,6.88,23.17,224.76,37.64,124.49,107.68,24.59,28.31,3.66,8.43,1.08,4.14,163.9,70.96,47.41
1962,T2_Trich_Algas,2773.79,11.35,2539.04,27.15,134.15,6.73,23.86,225.18,40.35,124.81,108.68,23.32,29.74,3.45,8.49,1.11,4.12,164.53,72.29,45.61
1963,T2_Trich_Algas,3107.1,12.21,2555.52,26.9,135.58,6.55,24.29,224.39,38.24,123.64,111.46,23.65,28.31,3.68,8.7,1.18,4.02,163.12,68.38,46.18
1964,T2_Trich_Algas,3076.96,11.54,2576.84,26.34,137.89,6.14,23.67,224.5,37.08,125.05,110.42,21.9,29.45,3.31,9.47,1.0,3.59,158.79,68.1,44.32
1965,T2_Trich_Algas,2804.93,11.33,2555.74,24.12,134.21,6.44,24.03,223.98,38.63,122.51,106.96,23.71,29.66,3.43,8.78,1.06,4.35,165.34,69.39,47.83
1966,T2_Trich_Algas,2764.66,11.52,2567.33,26.22,134.5,6.41,24.46,225.53,37.78,123.63,107.46,22.87,30.64,3.56,9.14,1.07,3.83,158.36,65.82,47.01
1967,T2_Trich_Algas,2890.81,12.55,2561.56,25.51,127.06,7.09,24.34,225.97,38.02,123.72,109.79,23.69,30.93,3.44,8.36,1.03,4.35,172.9,70.5,46.97
1968,T2_Trich_Algas,2920.87,12.41,2548.87,28.85,137.66,6.82,23.45,223.11,37.84,124.03,111.29,24.48,29.47,3.55,8.7,1.15,3.93,162.63,68.91,45.83
1969,T2_Trich_Algas,3029.58,11.99,2575.35,26.46,136.03,6.59,24.29,225.08,37.3,124.79,113.5,24.28,29.34,3.62,9.93,1.21,3.82,153.96,68.97,46.78
1970,T2_Trich_Algas,3223.65,12.14,2540.29,26.45,138.39,6.08,23.76,224.21,39.22,124.57,112.14,25.06,29.56,3.6,9.92,1.09,3.88,165.94,69.41,46.78
1971,T2_Trich_Algas,2990.81,11.61,2549.44,22.83,136.37,6.6,23.86,224.13,34.45,125.07,110.26,23.68,29.65,3.36,8.74,1.12,3.94,180.54,69.69,44.6
1972,T2_Trich_Algas,2909.41,11.7,2552.58,24.84,134.49,6.41,23.82,225.09,38.63,123.18,113.68,23.47,29.15,3.45,9.91,1.05,3.71,175.09,68.91,44.39
1973,T2_Trich_Algas,3016.13,12.36,2555.2,25.59,134.3,6.2,23.03,223.75,38.36,122.78,113.08,23.37,28.44,3.5,9.75,1.04,3.94,152.26,63.31,44.73
1974,T2_Trich_Algas,3011.78,12.11,2576.69,28.82,133.3,6.58,23.95,225.22,37.98,124.34,114.34,22.22,29.85,3.53,8.79,1.21,4.43,159.91,69.32,46.07
1975,T2_Trich_Algas,3398.38,12.29,2567.67,26.03,132.72,6.38,23.13,224.23,38.21,123.99,114.71,23.34,28.29,3.65,8.48,1.23,4.23,172.54,71.38,45.01
1976,T2_Trich_Algas,2893.04,11.62,2576.96,29.03,133.01,6.18,23.87,224.36,39.12,125.25,110.08,23.57,29.63,3.45,8.03,1.12,3.9,162.2,67.67,42.59
1977,T2_Trich_Algas,3305.02,11.94,2558.93,28.0,135.4,6.28,22.89,223.6,39.36,125.2,109.33,23.63,28.54,3.46,9.24,1.01,3.76,163.34,71.25,47.14
1978,T2_Trich_Algas,2891.61,11.93,2575.54,26.21,136.03,7.01,23.88,225.01,37.86,124.46,111.33,22.42,28.1,3.69,10.11,1.06,3.51,168.27,70.66,45.85
1979,T2_Trich_Algas,3143.33,11.4,2580.86,26.12,132.99,6.5,23.09,224.76,37.71,124.76,109.87,23.94,29.03,3.39,9.44,1.07,3.42,154.73,70.72,45.24
1980,T2_Trich_Algas,2994.22,11.74,2536.32,25.4,137.22,6.47,24.87,224.71,38.24,125.77,109.73,24.18,28.48,3.56,8.27,1.02,4.27,164.99,68.75,44.35
1981,T2_Trich_Algas,3382.3,12.18,2533.68,25.94,131.11,6.66,23.49,224.58,39.08,124.63,112.84,22.93,29.77,3.56,8.38,1.13,4.09,173.97,68.53,45.19
1982,T2_Trich_Algas,3085.43,11.39,2541.99,29.63,139.62,6.2,24.45,225.02,36.95,125.98,106.94,23.4,30.46,3.39,9.3,1.03,3.81,163.79,71.69,44.76
1983,T2_Trich_Algas,3259.14,11.68,2519.68,26.85,135.17,6.29,24.38,223.63,36.55,124.89,109.98,22.61,28.28,3.46,8.48,1.13,3.89,172.31,66.97,44.24
1984,T2_Trich_Algas,3092.37,12.23,2542.21,27.08,135.42,6.82,23.79,222.13,42.03,125.81,107.8,24.99,29.22,3.41,8.99,0.99,3.91,174.01,68.97,45.99
1985,T2_Trich_Algas,2890.71,11.44,2564.0,29.19,141.77,6.54,24.56,225.32,38.18,126.6,112.8,23.16,28.82,3.52,9.3,1.09,4.56,164.74,66.05,48.68
1986,T2_Trich_Algas,2996.31,12.16,2537.2,24.75,133.99,6.26,23.27,224.38,38.26,126.4,116.02,24.47,29.45,3.43,9.03,1.0,3.96,153.71,71.27,45.19
1987,T2_Trich_Algas,3377.45,12.32,2581.19,26.34,134.85,6.5,24.16,224.72,36.34,124.55,109.18,24.17,29.85,3.32,9.09,1.07,3.8,170.26,69.24,45.74
1988,T2_Trich_Algas,3071.38,11.91,2551.84,25.26,137.51,6.63,23.86,224.79,40.62,122.86,115.68,21.79,29.61,3.52,9.79,1.11,3.33,158.52,72.54,46.14
1989,T2_Trich_Algas,3029.22,11.66,2550.07,27.12,133.3,7.14,23.68,223.53,38.89,123.09,112.16,22.83,28.33,3.53,8.47,1.03,4.16,162.37,71.14,48.42
1990,T2_Trich_Algas,2952.69,11.68,2554.97,26.99,138.16,6.87,23.7,224.51,38.8,126.72,114.27,23.35,28.71,3.46,9.7,1.11,3.98,158.85,67.31,45.2
